,id,lyrics,annotation,song
4387,423314,"[Verse 1]
There I was again tonight forcing laughter, faking smiles
Same old tired, lonely place
Walls of insincerity
Shifting eyes and vacancy vanished when I saw your face
All I can say is it was enchanting to meet you
Your eyes whispered ""have we met?""
Across the room your silhouette starts to make it's way to me
The playful conversation starts
Counter all your quick remarks like passing notes in secrecy
All I can say is it was enchanting to meet you
Oh, Taylor, I was so enchanted to meet you too
[Chorus]
This night is sparkling, don't you let it go
I'm wonderstruck, blushing all the way home
I'll spend forever wondering if you knew
I was enchanted to meet you too
[Verse 2]
The lingering question kept me up
2 AM, who do you love?
I wondered till I'm wide awake
Now I'm pacing back and forth, wishing you were at my door
I'd open up and you would say
It was enchanting to meet you
Oh, Taylor, I was so enchanted to meet you too [Chorus]
This night is sparkling, don't you let it go
I'm wonderstruck, blushing all the way home
I'll spend forever wondering if you knew
I was enchanted to meet you too
[Bridge]
This is me praying that this was the very first page
Not where the story line ends
My thoughts will echo your name until I see you again
These are the words I held back as I was leaving too soon
I was enchanted to meet you too
Please don't be in love with someone else
Please don't have somebody waiting on you
Please don't be in love with someone else
Please don't have somebody waiting on you
[Chorus]
This night is sparkling, don't you let it go
I'm wonderstruck, blushing all the way home
I'll spend forever wondering if you knew
This night is flawless, don't you let it go
I'm wonderstruck, dancing around all alone
Taylor I'll spend my whole life wondering if you knew
I was enchanted to meet you too [Outro]
I was never in love with someone else
I never had somebody waiting on me
'Cause you were all of my dreams come true
And I just wish you knew
Taylor, I was so in love with you","This song is a cover of Taylor Swift’s “Enchanted”, posted to Adam Young’s blog on Valentine’s Day 2011. This version retains most of the lyrics, with some minor changes to reflect Adam’s personal feelings and to personalise the song for Taylor.
Adam and Taylor had previously met through email and had been communicating for some time, and the pair met again at a party. This party is described fully in detail during the song and describes Taylor’s childful infatuation with Adam.
Hearing this song, Adam wrote this as a response to Enchanted as a whole, of how he fell in love with Taylor at first sight and shared the same feelings. Along with this, Adam’s signature passionate vocals and electronic production give this song a very powerful and unique sound.
Taylor never replied to Adam’s gesture, and this song was removed from the blog post after a few months. Taylor then began dating Jake Gyllenhall and Adam stopped pursuing the matter.
Most of the song’s annotations and meanings can be found on the original version  of “Enchanted” on Country Genius.",Enchanted
4391,5793963,"[Verse 1]
Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about
[Chorus]
With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out
[Verse 2]
Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about
[Bridge]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen
[Chorus]
With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out) [Outro]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen","“epiphany” describes someone hoping to find peace in their dreams despite living in a world of chaos and violence, specifically in the midst of the current COVID-19 pandemic. In the folklore album prologue, Swift explains that the song touches on her grandfather’s experience in the military.",​epiphany
4392,6260141,"[Verse 1: Taylor Swift]
Gray November
I've been down since July
Motion capture
Put me in a bad light
I replay my footsteps on each stepping stone
Trying to find the one where I went wrong
Writing letters
Addressed to the fire
[Chorus: Taylor Swift]
And I was catchin' my breath
Starin' out an open window, catchin' my death
And I couldn't be sure
I had a feeling so peculiar
That this pain would be for
Evermore
[Verse 2: Taylor Swift]
Hey, December
Guess I'm feeling unmoored
Can't remember
What I used to fight for
I rewind thе tape, but all it does is pause
On thе very moment all was lost
Sending signals
To be double-crossed [Chorus: Taylor Swift]
And I was catchin' my breath
Barefoot in the wildest winter, catchin' my death
And I couldn't be sure
I had a feeling so peculiar
That this pain would be for
Evermore
[Post-Chorus: Justin Vernon]
(Evermore)
[Bridge: Justin Vernon, 
Taylor Swift
]
Can't not think of all the cost
And the things that will be lost
Oh, can we just get a pause?
To be certain we'll be tall again
Whether weather be the frost
Or the violence of the dog days
I'm on waves, out being tossed
Is there a line that I could just go cross?
And when I was shipwrecked
 (Can't think of all the cost now)
I thought of you
 (All the things that will be lost now)
In the cracks of light
 (Can we just get a pause?)
I dreamed of you
 (To be certain we'll be tall again)
(If you think of all the cost)
It was real enough
 (Whether weather be the frost)
To get me through
 (Or the violence of the dog days)
(Or the violence of the dog days)
(Out on waves, being tossed)
(I'm on waves, out being tossed)
But I swear
 (Is there a line that we can just go cross?)
You were there [Chorus: Taylor Swift & Justin Vernon]
And I was catchin' my breath
Floors of a cabin creakin' under my step
And I couldn't be sure
I had a feeling so peculiar
This pain wouldn't be for
Evermore
[Outro: Taylor Swift, 
Justin Vernon
, 
Both
]
Evermore (
Evermore
)
Evermore
 (
Evermore
)
This pain wouldn't be for evermore
Evermore","The titular closing track on the standard edition of evermore is a meditative piano ballad tracking the narrator’s journey from a seemingly unending period of deep depression and hurt to a place of hope.
Like “happiness,” “evermore” deals strongly with themes of mental health, though this track lays out a more linear path towards healing. Fittingly, Swift has publicly discussed her struggles with significant periods of depression in the past.",​evermore
4394,187197,"[Intro]
Everybody's waiting
Everybody's watching
Even when you're sleeping
Keep your eyes open
[Verse 1]
The tricky thing is yesterday we were just children
Playing soldiers, just pretending
Dreaming dreams with happy endings
In backyards, winning battles with our wooden swords
But now we've stepped into a cruel world
Where everybody stands and keeps score
Keep your eyes open
[Chorus]
Everybody's waiting for you to break down
Everybody's watching to see the fallout
Even when you're sleeping, sleeping
Keep your eyes open
Keep your eyes open
Keep your eyes open
[Verse 2]
So here you are, two steps ahead and staying on guard
Every lesson forms a new scar
They never thought you'd make it this far
But turn around (Turn around)
Oh, they've surrounded you, it's a showdown (Showdown)
And nobody comes to save you now
But you got something they don't
Yeah, you got something they don't [Pre-Chorus]
You just gotta keep your eyes open
[Chorus]
Everybody's waiting for you to break down
Everybody's watching to see the fallout
Even when you're sleeping, sleeping
Keep your eyes open
Keep your eyes open
Keep your eyes—
[Bridge]
Keep your feet ready, heartbeat steady
Keep your eyes open
Keep your aim locked, the night goes dark
Keep your eyes open
(Keep your eyes open)
(Keep your eyes open)
(Keep your eyes open)
(Keep your eyes open)
[Chorus]
Everybody's waiting for you to break down
Everybody's watching to see the fallout
Even when you're sleeping, sleeping
Keep your eyes open
Keep your eyes open
Keep your eyes open
Keep your eyes open
Keep your eyes open","“Eyes Open” is one of two songs Taylor wrote for the soundtrack of the first Hunger Games movie, but it is not included in the film. The song appears to be about Katniss’s relationship with the Capitol, and serves as a warning for her not to trust anyone.
Taylor teased the song at a concert in Auckland prior to its release, performing it on an acoustic guitar to give fans a feel for the track. It debuted on Billboard Top 100 at number 19 and was received with general critical acclaim from contemporary critics.
",Eyes Open
4395,4782865,"[Verse 1]
We were crazy to think
Crazy to think that this could work
Remember how I said I'd die for you?
We were stupid to jump
In the ocean separating us
Remember how I’d fly to you?
[Pre-Chorus]
And I can't talk to you when you're like this
Staring out the window like I’m not your favorite town
I'm New York City
I still do it for you, babe
They all warned us about times like this
They say the road gets hard and you get lost
When you're led by blind faith, blind faith
[Chorus]
But we might just get away with it
Religion's in your lips
Even if it's a false god
We'd still worship
We might just get away with it
The altar is my hips
Even if it's a false god
We'd still worship this love
We’d still worship this love
We’d still worship this love [Verse 2]
I know heaven's a thing
I go there when you touch me, honey
Hell is when I fight with you
But we can patch it up good
Make confessions and we’re begging for forgiveness
Got the wine for you
[Pre-Chorus]
And you can't talk to me when I'm like this
Daring you to leave me just so I can try and scare you
You're the West Village
You still do it for me, babe
They all warned us about times like this
They say the road gets hard and you get lost
When you’re led by blind faith, blind faith
[Chorus]
But we might just get away with it
Religion's in your lips
Even if it's a false god
We'd still worship
We might just get away with it
The altar is my hips
Even if it's a false god
We'd still worship this love
We'd still worship this love
We'd still worship this love, ah [Outro]
Still worship this love
Even if it's a false god
Even if it's a false god
Still worship this love","“False God” uses heavy religious imagery to compare Swift’s relationship with her then boyfriend, Joe Alwyn, to something all-powerful and greater than themselves.",False God
4396,5793983,"[Verse 1: Justin Vernon]
I can see you standing, honey
With his arms around your body
Laughin', but the joke's not funny at all
And it took you five whole minutes
To pack us up and leave me with it
Holdin' all this love out here in the hall
[Chorus: Justin Vernon]
I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defending now?
You were my town, now I'm in exile, seein' you out
I think I've seen this film before
[Post-Chorus: Justin Vernon]
Ooh, ooh, ooh
[Verse 2: Taylor Swift]
I can see you starin', honey
Like he's just your understudy
Like you'd get your knuckles bloody for me
Second, third, and hundredth chances
Balancin' on breaking branches
Those eyes add insult to injury [Chorus: Taylor Swift]
I think I've seen this film before
And I didn't like the ending
I'm not your problem anymore
So who am I offending now?
You were my crown, now I'm in exile, seein' you out
I think I've seen this film before
So I'm leaving out the side door
[Bridge: Justin Vernon, 
Taylor Swift
 & 
Both
]
So step right out, there is no amount
Of crying I can do for you
All this time
We always walked a very thin line
You didn't even hear me out (
You didn't even hear me out
)
You never gave a warning sign (
I gave so many signs
)
All this time
I never learned to read your mind (
Never learned to read my mind
)
I couldn't turn things around (
You never turned things around
)
'Cause you never gave a warning sign (
I gave so many signs
)
So many signs, so many signs
You didn't even see the signs
[Chorus: Taylor Swift & Justin Vernon, 
Taylor Swift
]
I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defending now?
You were my town, now I'm in exile, seein' you out
I think I've seen this film before
So I'm leavin' out the side door [Outro: Justin Vernon & 
Taylor Swift
]
So step right out, there is no amount
Of crying I can do for you
All this time
We always walked a very thin line
You didn't even hear me out (
Didn't even hear me out
)
You never gave a warning sign (
I gave so many signs
)
All this time
I never learned to read your mind (
Never learned to read my mind
)
I couldn't turn things around (
You never turned things around
)
'Cause you never gave a warning sign (
I gave so many signs
)
You never gave a warning sign (All this time)
(
So many times
) I never learned to read your mind
(
So many signs
) I couldn't turn things around (I couldn't turn things around)
'Cause you never gave a warning sign (You never gave a warning sign)
You never gave a warning sign
Ah, ah","“exile” describes two ex-lovers seeing each other following a break-up. Justin Vernon describes feelings of confusion about how quickly a lover moved on, while Swift offers a perspective about repeated warning signs that the relationship was no longer working. It’s also worth noting the contrast between Vernon’s rougher voice and Swift’s smoother one, which mirrors the contrast between their views of the relationship.
The song prompted many comparisons to Swift’s 2012 track “The Last Time,” another song that discusses the downfall of a relationship. Much like “exile,” Swift and featured artist Gary Lightbody’s voices contrast in tone, highlighting their differences.
“exile” is one of many folklore songs to contain a movie motif — other songs to do so include “the 1,” “this is me trying,” and “hoax.” It’s also her first collaboration with Bon Iver, who she called one of her “musical heroes” in an Instagram post announcing folklore.",​exile
4399,98890,"[Verse 1]
There's something 'bout the way
The street looks when it's just rained
There's a glow off the pavement, you walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot, yeah
Oh, yeah
[Verse 2]
We're driving down the road, I wonder if you know
I'm trying so hard not to get caught up now
But you're just so cool, run your hands through your hair
Absentmindedly making me want you
[Chorus]
And I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless
[Verse 3]
So, baby, drive slow 'til we run out of road
In this one horse town, I wanna stay right here
In this passenger's seat
You put your eyes on me
In this moment now, capture it, remember it [Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless
[Bridge]
Well, you stood there with me in the doorway
My hands shake, I'm not usually this way but
You pull me in and I'm a little more brave
It's the first kiss, it's flawless, really something
It's fearless
Oh, yeah
[Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless
[Outro]
Oh, oh
Oh, yeah","“Fearless” is about the feelings present when a new relationship begins. It is the title track of Taylor’s sophomore album and has become a fan-favorite over the years.
Taylor explained a bit about what the word “fearless” means to her in the album booklet:
To me, ‘fearless’ is not the absence of fear. It’s not being completely unafraid. To me, fearless is having fears. Fearless is having doubts. Lots of them. To me, fearless is living in spite of those things that scare you to death. Fearless is falling madly in love again, even though you’ve been hurt before. […] No matter what love throws at you, you have to believe in it. You have to believe in love stories and Prince Charmings and happily ever after. That’s why I write these songs. Because I think love is fearless.",Fearless
4402,124513,"[Verse 1]
Once upon a time
I believe it was a Tuesday when I caught your eye
And we caught onto something
I hold onto the night
You looked me in the eye and told me you loved me
Were you just kidding?
'Cause it seems to me
This thing is breaking down, we almost never speak
I don't feel welcome anymore
Baby, what happened? Please, tell me
'Cause one second, it was perfect
Now, you're halfway out the door
[Chorus]
And I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when he said, ""Forever and always""
Oh, and it 
rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
[Verse 2]
Was I out of line?
Did I say something way too honest, made you run and hide
Like a scared little boy?
I looked into your eyes
Thought I knew you for a minute, now, I'm not so sure
So here's to everything coming down to nothing
Here's to silence that cuts me to the core
Where is this going?
Thought I knew for a minute, but I don't anymore [Chorus]
And I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when he said, ""Forever and always""
Oh, and it rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
You didn't mean it, baby, I don't think so
[Bridge]
Oh, back up, baby, back up
Did you forget everything?
Back up, baby, back up
Did you forget everything?
[Chorus]
'Cause it rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
Oh, I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when we said, ""Forever and always""
And it rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always"" [Outro]
You didn't mean it, baby
You said, ""Forever and always"", yeah","“Forever & Always” is the eleventh track off Taylor Swift’s second studio album, Fearless.
The song was inspired by her recent break up with Joe Jonas. She described it as a song about a relationship with a man who she could feel was “slowly slipping away.”
It’s about watching somebody fade away in a relationship. They said they were going to be with you forever, that they loved you, and then something changed in the relationship and you don’t know what it is, but you’re watching them slowly drift. That emotion of rejection, for me, usually starts out sad and then gets mad. This song starts with this pretty melody that’s easy to sing along with, then in the end I’m basically screaming it because I’m so mad. I’m really proud of that.
The song talks about holding on to every moment with him, since things won’t last.
On the Platinum Editon of the album, the song was redone with a softer piano melody.
https://youtu.be/gD24sRU7Swk",Forever & Always
4403,98888,"[Verse 1]
You take a deep breath and you walk through the doors
It's the mornin' of your very first day
You say ""hi"" to your friends you ain't seen in a while
Try and stay out of everybody's way
It's your freshman year and you're gonna be here
For the next four years in this town
Hopin' one of those senior boys will wink at you and say
""You know, I haven't seen you around before""
[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, feelin' like there's nothin' to figure out
Well, count to ten, take it in
This is life before you know who you're gonna be
Fifteen
[Verse 2]
You sit in class next to a redhead named Abigail
And soon enough, you're best friends
Laughin' at the other girls who think they're so cool
We'll be outta here as soon as we can
And then, you're on your very first date and he's got a car
And you're feelin' like flyin'
And your mama's waitin' up and you're thinkin' he's the one
And you're dancin' 'round your room when the night ends
When the night ends [Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen and your first kiss
Makes your head spin 'round
But in your life, you'll do things greater than
Dating the boy on the football team
But I didn't know it at fifteen
[Bridge]
When all you wanted was to be wanted
Wish you could go back and tell yourself what you know now
Back then, I swore I was gonna marry him someday
But I realized some bigger dreams of mine
And Abigail gave everything she had
To a boy who changed his mind
And we both cried
[Chorus]
'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen, don't forget to look before you fall
I've found time can heal most anything
And you just might find who you're supposed to be
I didn't know who I was supposed to be
At fifteen [Post-Chorus]
La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la, la-la-la-la
La-la-la, la-la-la
[Outro]
Your very first day
Take a deep breath, girl
Take a deep breath as you walk through the doors","In “Fifteen,” Taylor looks back at her freshman year at Hendersonville High. Taylor wrote the song about her best friend, Abigail Anderson, who she met during ninth grade and is still best friends with.",Fifteen
4406,3283019,"[Intro]
No, nothin' good starts in a getaway car
[Verse 1]
It was the best of times, the worst of crimes
I struck a match and blew your mind
But I didn’t mean it and you didn't see it
The ties were black, the lies were white
In shades of gray in candlelight
I wanted to leave him, I needed a reason
[Pre-Chorus]
""X"" marks the spot where we fell apart
He poisoned the well, I was lyin' to myself
I knew it from the first Old Fashioned, we were cursed
We never had a shotgun shot in the dark (Oh)
[Chorus]
You were drivin’ the getaway car
We were flyin', but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart
Shoulda known I'd be the first to leave
Think about the place where you first met me [Post-Chorus]
In a getaway car (Oh-oh-oh)
No, they never get far (Oh-oh-ah)
No, nothin' good starts in a getaway car
[Verse 2]
It was the great escape, the prison break
The light of freedom on my face
But you weren’t thinkin’ and I was just drinkin'
While he was runnin’ after us, I was screamin', ""Go, go, go""
But with three of us, honey, it's a sideshow
And a circus ain't a love story and now we’re both sorry (We're both sorry)
[Pre-Chorus]
""X"" marks the spot where we fell apart
He poisoned the well, every man for himself
I knew it from the first Old Fashioned, we were cursed
It hit you like a shotgun shot to the heart (Oh)
[Chorus]
You were drivin' the getaway car
We were flyin', but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart
Shoulda known I'd be the first to leave
Think about the place where you first met me [Post-Chorus]
In a getaway car (Oh-oh-oh)
No, they never get far (Oh-oh-ah)
No, nothin' good starts in a getaway car
[Bridge]
We were jet-set, Bonnie and Clyde (Oh-oh)
Until I switched to the other side, to the other side
It's no surprise I turned you in (Oh-oh)
'Cause us traitors never win
[Breakdown]
I'm in a getaway car
I left you in a motel bar
Put the money in a bag and I stole the keys
That was the last time you ever saw me (Oh)
[Chorus]
Drivin' the getaway car
We were flyin', but we'd never get far (Don't pretend)
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart (Shoulda known)
Shoulda known I'd be the first to leave
Think about the place where you first met me [Post-Chorus]
In a getaway car (Oh-oh-oh)
No, they never get far, oh-oh-ah
No, nothin' good starts in a getaway car
[Outro]
I was ridin' in a getaway car
I was cryin' in a getaway car
I was dyin' in a getaway car
Said goodbye in a getaway car
Ridin' in a getaway car
I was cryin' in a getaway car
I was dyin' in a getaway car
Said goodbye in a getaway car","Taylor uses the image of criminals in a speeding car as the central metaphor for a doomed romance. She likens her rebound relationship with Tom Hiddleston to a “getaway car” ride used to get away from a crime scene, or her failed relationship with Calvin Harris.
Like on her 2014 track “Wonderland,” she includes a pop-culture reference to connect her experiences to something that listeners are familiar with, adding another layer of livelihood to the story.
Co-writer Jack Antonoff, also known by his stage name Bleachers, has released a song called “Rollercoaster” that contains similar melodies and another shotgun metaphor.",Getaway Car
4407,7076622,"[Verse 1]
He says he doesn't believe anything much he hears these days
He says, ""Why fall in love, just so you can watch it go away?""
He spends most of his nights wishing it was how it used to be
He spends most of his flights getting pulled down by gravity
[Pre-Chorus]
I call, just checkin' up on him
He's up, 3AM, pacin'
He says, ""It's not just a phase I'm in""
My voice comes out beggin'
[Chorus]
All this time, I didn't know
You were breakin' down
I'd fall to pieces on the floor
If you weren't around
Too young to know it gets better
I'll be summer sun for you forever
Forever winter if you go
[Verse 2]
He seems fine most of the time, forcing smiles and never minds
His laugh is a symphony, when the lights go out, it's hard to breathe
I pull at every thread trying to solve the puzzles in his head
Live my life scared to death he'll decide to leave instead [Pre-Chorus]
I call, just checkin' up on him
He's up, 5AM, wasted
Long gone, not even listening
My voice comes out screamin'
[Chorus]
All this time, I didn't know
You were breakin' down
I'd fall to pieces on the floor
If you weren't around
Too young to know it gets better
I'll be summer sun for you forever
Forever winter if you go
[Bridge]
If I was standing there in your apartment
I'd take that bomb in your head and disarm it
I'd say, ""I love you even at your darkest and
Please, don't go""
[Chorus]
I didn't know
You were breakin' down
I'd fall to pieces on the floor
If you weren't around
Too young to know it gets better
I'll be summer sun for you forever
Forever winter if you go [Post-Chorus]
(Ooh, ooh, ooh)
I'll be your summer sun forever
(Ooh, ooh, ooh) At 3AM, pacin'
All this time, I didn't know
(Ooh, ooh, ooh) At 5AM, wasted
I'd be in pieces on the floor
Forever winter if you go
[Outro]
He says he doesn't believe anything much he hears these days
I say, ""Believe in one thing, I won't go away""","On the passionate winter ballad dubbed “Forever Winter,” Swift sings about her constant worry and stress over the actions of her friend. The heartfelt track describes Taylor’s anxiety regarding a loved one who suffers from a mental illness, most likely depression, and her desperation about wanting to be a summer sun — a warm piece of light — in their life, which, at the time, felt like the winter: cold and dark.
This song is highly rumoured to be about Swift’s old high school friend, Jeff Lang, who was struggling with addiction and mental health issues. He died two weeks after the release of her third studio album, Speak Now and, the day after his funeral, Swift attended the BMI Awards and dedicated the award she won to Jeff, saying:
Yesterday, I sang at the funeral of one of my best friends and he was 21, and I used to play my songs for him first, so I would like to thank Jeff Lang.

An old picture of Jeff Lang and Taylor Swift.
",Forever Winter (Taylor’s Version) [From The Vault]
4409,3280165,"[Intro: James Reynolds]
Gorgeous
[Verse 1]
You should take it as a compliment
That I got drunk and made fun of the way you talk
You should think about the consequence
Of your magnetic field bein' a little too strong
And I got a boyfriend, he's older than us
He's in the club doin' I don't know what
You're so cool, it makes me hate you so much (I hate you so much)
[Pre-Chorus]
Whisky on ice, Sunset and Vine
You've ruined my life by not bein' mine
[Chorus]
You're so gorgeous
I can't say anything to your face
'Cause look at your face (
Gorgeous
)
And I'm so furious
At you for makin' me feel this way
But what can I say? You're gorgeous
[Verse 2]
You should take it as a compliment
That I'm talkin' to everyone here but you (But you, but you)
And you should think about the consequence
Of you touchin' my hand in a darkened room (Dark room, dark room)
If you've got a girlfriend, I'm jealous of her
But if you're single, that's honestly worse
'Cause you're so gorgeous it actually hurts (Honey, it hurts) [Pre-Chorus]
Ocean blue eyes lookin' in mine
I feel like I might sink and drown and die
[Chorus]
You're so gorgeous
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face; 
Gorgeous
)
And I'm so furious
At you for makin' me feel this way (Feel this way)
But what can I say? You're gorgeous
[Bridge]
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
Guess I'll just stumble on home to my cats (Ugh) alone
Unless you wanna come along (Oh)
[Chorus]
You're so gorgeous (Gorgeous)
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face; 
Gorgeous
)
And I'm so furious (I'm so furious)
At you for making me feel this way (Feel this way)
But what can I say? (I say) You're gorgeous [Outro]
You make me so happy it turns back to sad (Yeah)
There's nothin' I hate more than what I can't have (And)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous
You make me so happy it turns back to sad (Turns back to sad)
There's nothin' I hate more than what I can't have (What I can't have)
You are so gorgeous, it makes me so mad (Mm)
You're gorgeous","“Gorgeous” describes a fully intoxicating infatuation in the form of seemingly unrequited love. The man in Taylor’s attention is so impossibly attractive, she feels compelled to be with him even though she already has a boyfriend. The song seems to play with the rumors that Taylor cheated on Calvin Harris with Tom Hiddleston in 2016. Furthermore, the chorus seems to mock the perception that most of Taylor’s discography is comprised of lighthearted, simple songs about boys.
As the third song released from reputation, it was first teased on October 19, 2017, when Taylor posted a short snippet of the track on Instagram. She also hosted a secret album listening party at her home in Rhode Island for a handpicked selection of fans the night before. Some of these fans, along with those who attended the London Secret Session the week before, took to social media to express their love for the song.
Fans have speculated the song is about Taylor’s rumored boyfriend, British actor Joe Alwyn. During the Rhode Island secret session, she told fans that this song and all the other positive love songs on the album are about him. Although they are not allowed to say much until the album comes out, she wanted her fans to clarify this in online discussions. She also liked multiple posts on Tumblr about this subject as further confirmation.",Gorgeous
4411,103836,"[Intro]
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that
[Verse 1]
I don't even know her
But I feel a responsibility
To do what's upstanding and right
It's kinda like a code, yeah
And you've been getting closer and closer
And crossing so many lines
[Pre-Chorus]
And it would be a fine proposition
If I was a stupid girl
But, honey, I am no one's exception
This, I have previously learned
[Chorus]
So don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
I see you turn off your phone
And now you've got me alone, and I say
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that [Verse 2]
I just want to make sure
You understand perfectly
You're the kind of man who makes me sad
While she waits up
You chase down the newest thing
And take for granted what you have
[Pre-Chorus]
And it would be a fine proposition
If I was a stupid girl
And, yeah, I might go with it
If I hadn't once been just like her
[Chorus]
So don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
I see you turn off your phone
And now you've got me alone, and I say
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
[Post-Chorus]
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh [Bridge]
Call a cab, lose my number
You're about to lose your girl
Call a cab, lose my number
Let's consider this lesson learned
[Chorus]
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
Want to see you pick up your phone
And tell her you're coming home
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
[Outro]
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
It would be a fine proposition
If I hadn't once been just like her","“Girl at Home” is a song off the deluxe edition of Taylor Swift’s fourth studio album, Red.
Taylor describes a man who attempted to hit on her even though he already had a girlfriend at the time. She refuses, since she had “once been just like her.”
Taylor talked to Yahoo about the song.
And there’s a song called ‘Girl at Home,’ which was about a guy who had a girlfriend, and I just felt like it was disgusting that he was flirting with other girls.",Girl at Home
4412,2466700,"[Verse 1]
My name's Gracie
I'll be five in May
Kind of scared cause
I've never been on a plane
My mama says that it'll be alright
Cause I'm going to see my daddy tonight
And she says that
[Chorus]
There's a whole a lot of good people in heaven
And I don't wanna get there too soon
And I know there's a God because I met him
And I see it when I'm looking at you
There ain't no accidents in what we do
[Verse 2]
My name's Heather
Guess we're on the same flight
Don't mind Gracie
She could talk to you all night
She's finally well enough to travel
Doctor says she's in the clear
She's been in and out of hospital
Since the beginning of the year [Chorus]
There's a whole a lot of good people in heaven
And I don't wanna get there too soon
And I know there's a God because I met him
And I see it when I'm looking at you
There ain't no accidents in what we do
[Verse 3]
James T. Johnson
That's her daddy's name
He's been overseas
It'll be a year today
He never talked about being scared over the phone
He just said me and Gracie will come and take him on
[Chorus]
There's a whole a lot of good people in heaven
And I don't wanna get there too soon
And I know there's a God because I met him
And I see it when I'm looking at you
There ain't no accidents in what we do
[Verse 4]
And the people that we meet
As we go through the rain
There are no accidents in what we do",Swift wrote “Gracie” about a young girl named Gracie Johnson who she met on a flight before releasing her 2006 debut album. Gracie had leukemia and passed away in 2019. Swift included a picture of herself with Gracie in the lyric video for “Love Story (Taylor’s Version)” in 2021.,Gracie
