,id,song,artist,lyrics
10390,8946762,Two Out,Lil Uzi Vert ,"[Intro]
(
Wake up, F1LTHY
)
[Chorus: Playboi Carti]
I fucked her all day (Day)
Backshots all day (Backshots)
Backshots all day
I fucked her all day 
(Backshots)
Backshots all day
Backshots all day
Backshots all day
Backshots all day
Backshots all day
Backshots all day (Yeah, yeah, yeah, yeah)
[Verse 1: Playboi Carti]
Drive down the freeway (Yeah, yeah)
Pop out in broad day (Yeah, yeah)
I'm on that molly (Yeah, yeah)
I'm 'bout to go to space (Space)
I put this on my kid (Yeah)
These racks permanent (Yeah, yeah)
Three hundred for a 'Vette (Yeah)
The penthouse dark, lil' bitch (Yeah)
Too many cars, I need me a car lot (Uh)
I came a long way, I was too hot (Yeah)
SMG, I pull out (Pull out)
SVJ, we pull out (Yeah)
Big ass blick, I pull out (Talm 'bout)
Grab my stick, I pull out (Pull out)
Grab my stick, I pull out
Grab my stick, I pull out
Grab my stick, I pull out [Chorus: Playboi Carti]
I fucked her all day (Day)
Backshots all day (Backshots)
Backshots all day
I fucked her all day (Backshots)
Backshots all day
Backshots all day
Backshots all day
Backshots all day
Backshots all day
Backshots all day
[Verse 2: Lil Uzi Vert]
Yeah
I'm Lil Uzi (I'm Lil Uzi, yeah)
I got groupies (I got groupies)
Walked right past her (Huh?)
Thought she knew me
That was the other day, yeah (Ayy)
That was the other day (Day, ah)
That was the other day (Day), yeah
That was the other day (Day, huh?)
I made another play, yeah
That was the other day (Day, hello?)
I had to bust the face, yeah
That was the other day (Day, ice)
Chopper ain't up to date, ayy
I need another K
*Gunshots* [Refrain: Lil Uzi Vert]
*Screaming*
I need another K, yeah
I need another K, yeah (
*Gunshots*
)
I need another K, yeah
I need another K, yeah
I need another K, yeah
I need another K, yeah (
*Gunshots*
)
Bitch ass nigga (
*Gunshots*
)
Get down and lay down (Yeah)
[Chorus: Playboi Carti]
I fucked her all day (Day)
Backshots all day (Backshots)
Backshots all day
I fucked her all day 
(Backshots)
Backshots all day
Backshots all day
Backshots all day
Backshots all day
Backshots all day
Backshots all day
*Gunshots*
[Refrain: Lil Uzi Vert]
(
*Screaming*
)
I need another K, yeah
I need another K, yeah
I need another K, yeah (
*Gunshots*
)
I need another K, yeah
I need another K, yeah
I need another K, yeah
Bitch ass nigga (
*Gunshots*
)
Get down and lay down (Yeah)"
10614,8733841,Stars,Ozuna,"[Intro: Bebe Rexha]
Face in to creation
Imagination will release your soul as it
Fades out when you're too down
Getting wasted, lost in worlds of doubt
[Verse 1: Bebe Rexha]
Never be led down a path you don't choose
I'll say it again till I'm turning blue, no, no regrets
Gotta make the moves that feel right for you
Yeah, give it up, give it up
[Pre-Chorus: Bebe Rexha]
It's time to start believing in you, star
Everybody holds you down
Nobody wants your star to flourish too far
Singing it, singing it now
Never pretend you're less than perfect
[Chorus: Ozuna]
Face in to creation
Imagination will release your soul as it
Fades out whеn you're too down
Getting wasted, lost in worlds of doubt (Oh, oh)
[Verse 2: Bebe Rexha]
Shimmеring golden, dream life all night
Seventeen open doors to insight
Stereo, five times five minds a glow
Thunder cat godlike friend of mine
Don't see the magic design
She's alright, trippin' out cold [Pre-Chorus: Bebe Rexha]
It's time to start believing in you, star
Everybody holds you down
Nobody wants your star to flourish too far
Singing it, singing it now
Never pretend you're less than perfect
[Chorus: Ozuna & Bebe Rexha, 
Ozuna
]
Face in to creation
Imagination will release your soul as it
Fades out when you're too down
Getting wasted, lost in worlds of doubt (
Oh, oh
)
[Verse 3: Ozuna]
Que nadie te diga lo que tú no puede' hacer
Siempre encontramo' la salida a lo que nos puede joder
Vive como si mañana es el último día
Como que ere' la útlima cerveza bien fría
Yo me voy a beber, so quiero
[Chorus: Ozuna & Bebe Rexha, 
Ozuna
]
Face in to creation
Imagination will release your soul as it
Fades out when you're too down
Getting wasted, lost in worlds of doubt (
Soltero
)
Face in to creation (
Eh, soltero, eh, eh, soltero
)
Imagination will release your soul as it (
Eh, oh, soltero, soltero
)
Fades out when you're too down (
Eh, soltero, ah, ah, soltero, jaja
)
Getting wasted, lost in worlds of doubt (
Soltero, Ozuna
)"
10724,8723233,River,Miley Cyrus,"[Verse 1]
I got a new dress just to meet you downtown
Can you walk me through the park just to show it off?
I can pull my hair back in that tight way that you like
If you wrap me in your arms and never stop
[Pre-Chorus]
Heart beats so loud that it's drownin’ me out
Livin' in an April shower
You're pourin’ down, baby, drown me out (Ooh, ooh, ooh)
[Chorus]
You're just like a river (Ooh, ooh, ooh)
You're just like a river (Ooh, ooh, ooh)
You go on forever
You're just like a river
[Verse 2]
Blowing bubbles in the bath, I can't stop from thinking lately
You could be the one, have the honor of my babies
Hope they have your eyes and that crooked smile
Was a desеrt 'fore I met you, I was in a drought
[Pre-Chorus]
Heart bеats so loud that it's drownin' me out
Livin’ in an April shower
You’re pourin' down, baby, drown me out (Ooh, ooh, ooh) [Chorus]
You’re just like a river (Ooh, ooh, ooh)
You're just like a river (Ooh, ooh, ooh)
You go on forever
You're just like a river
[Post-Chorus]
You're never runnin’ dry (Oh)
[Bridge]
I feel you everywhere
Your face is all in my hair (Hair)
Covered up in your sweat
It turns me on that you care
, baby
Your love, it flows just like a river
[Chorus]
You're just like a river (That's what you are)
You're just like a river (That's what you are)
You're just like a river (That's what you are)
You're just like a river
You're just like a river (Heart beats so loud that it's drownin' me out)
You're just like a river (Livin' in an April shower)
You go on forever (You're pourin' down, baby, drown me out)
You're just like a river"
10819,2016798,1 Thing About Me,Travis Scott ,"[Intro]
Foreign Mobb
[Chorus: Travis Scott & 
Meek Mill
]
One thing about me, I never told on no nigga (Straight up)
One thing about me, never sell my soul to no bitches (Ooh, oh no)
One thing about me, drink, smoke to solve my issues (Dope)
One thing about me, I'ma stay ballin' on niggas (Woo)
And none of these niggas
These niggas can't tell me shit
 (Straight up)
And none of these niggas
These niggas can't tell me shit
 (Ooh)
[Verse 1: Travis Scott]
All this lust and sex and infatu'
Turned this funeral into a beauty pageant
They rung the bell, when I escaped from hell
Then I caught the whole world reaction
If it all fails, baby, don't bail, just bounce
I was lost in a world of drought
I really couldn't make it out, so I took the crazy route
That's one thing about me
Niggas can't get a thing about me
Motherfucker, gotta like bail around, you gotta bring the uh about me
That's three more things about me
I hate when I step in the place and I look at your face and your taste is disgrace
When I come around, flip and toss shit, nigga, you better move fuck out the way
That's the thing about me [Chorus: Travis Scott & 
Meek Mill
]
One thing about me, I never told on no nigga (Straight up)
One thing about me, never sell my soul to no bitches (Ooh, oh no)
One thing about me, drink, smoke to solve my issues (Dope)
One thing about me, I'ma stay ballin' on niggas (Woo)
And none of these niggas
These niggas can't tell me shit
 (Straight up)
And none of these niggas
These niggas can't tell me shit
 (Ooh)
[Verse 2: Meek Mill & 
Travis Scott
]
One thing about me, I never gave a fuck
I brought my chick a weddin' ring, but I never gave it to her
'Cause these hoes ain't loyal, and these niggas ain't for you
And all when my money go, that's where the honey go, and life get to flashin' before you
I got too much money on me, too much ice on my neck (
Straight up
)
Niggas seen I came up, damn right, they upset
No ain't really say much, just money, power, respect
And I leave hoes around lil nigga, shit, 'cause ain't too many us left
I blow c-note after c-note, sippin' lean ho
I'm ridin' 'round in my dream car with my dream ho
And I love the money, it's what I feign for
And I tell no nigga one thing about me
I don't owe any nigga, straight up
[Chorus: Travis Scott & 
Meek Mill
]
One thing about me, I never told on no nigga (Straight up)
One thing about me, never sell my soul to no bitches (Ooh, oh no)
One thing about me, drink, smoke to solve my issues (Dope)
One thing about me, I'ma stay ballin' on niggas (Woo)
And none of these niggas
These niggas can't tell me shit
 (Straight up)
And none of these niggas
These niggas can't tell me shit
 (Ooh)"
10909,8860164,Embarrassed,Travis Scott ,"[Intro: Future]
(
Wheezy outta here
)
[Chorus: Travis Scott & 
Don Toliver
]
New checks on me, they clear
Got her naked on the terrace
Got my diamonds on in Paris
Got my diamonds on, embarrassed
Had to hit that pussy in Paris
Girl, your mama is overbearin'
Know she always, always there
Got my diamonds on, embarrassed (Let's go)
Got my diamonds on, embarrassed
Got my diamonds on, embarrassed
Too many chains on me, I'm embarrassed
Got my diamonds on (Diamonds on)
I got my diamonds on, embarrassed (Ooh)
Too many chains on me
Embarrassed (
Yeah
)
[Post-Chorus: Travis Scott & 
Don Toliver
]
I'm feelin', I'm feelin', I'm feelin', I'm runnin' it up
Dr—, Drop my cup, mm, four-by-four, I'm pickin' you up
 (
Yuh
)
On my way and I'm drunk out here, yeah
On my way and I'm drunk right here (Let's go) [Verse 1: Travis Scott]
Walk in, got 'em all starin'
Diamonds, yellin' loudеr than Karen
 (Why?), yeah
Came fit for thе experience
What I'd seen left me so embarrassed
And it fit but it really ain't fair (Rawr)
Shawty sittin' on a nigga like a chair
It ain't me 'cause I'm standin' right here
Don't care but I'm not that careless
[Chorus: Don Toliver]
New check in, gotta go clear it
Got her naked on the terrace
Got my diamonds on in Paris
Got my diamonds on, embarrassed
I wanna hit that pussy in Paris
And her mom is overbearin'
Know she always somewhere starin'
Got my diamonds on, embarrassed
[Post-Chorus: Don Toliver]
I feel when you call when you knowin' I'm drunk right now
 (Drunk)
I feel when you callin', know that I'm upside down (Yeah)
On my way and I'm drunk out here, yeah
On my way and I'm drunk right here, yeah [Verse 2: Don Toliver]
What's on my neck? It's karats
Put a ring on him baby, it's marriage
On a PJ, just landed in Paris
Say she want me to meet both parents (Yeah)
And these diamonds on me shinin' like the Eiffel
Kickback, hit it like a rifle
Fuck around and die, I might snipe (Pew)
Vibe it, baby, I like you
I asked her, ""Whose is it?"" (Whose) She told me c'est à moi (It's mine)
The diamonds is violatin', you know they hittin' from all angles
Hundred K right in your palm, bitch
I rub on her butt, it's a Palm Angel
Baby, stop playin', what's up? (I'm embarrassed for them too much)
[Outro: Don Toliver]
Diamonds
All these diamonds seem like they last forever
New checks on me, they clear
I wanna hit that pussy in Paris
Got her naked on the terrace (I know)
I got my diamonds on in Paris (I really know it better)
Got my diamonds on, embarrassed
I love, hm-mmm, girl, these diamonds are forever, ooh
I need you, it's better, baby, I'm embarrassed
Hop in a foreign, I don't want you to go
Ooh, so good, baby"
10910,4805544,Feel It,Travis Scott ,"[Intro: PARTYNEXTDOOR]
Yeah
[Verse 1: Travis Scott & 
PARTYNEXTDOOR
]
Line you up, phone you up, yeah
Ass and titties, size 'em up (
Size 'em up
), yeah
Percy'd up, they perk me up (
Ohh, yeah
), yeah
I hit you for the stroll through, yeah
Hop out on you, know you do remember this
Used to pull up to my crib, used to get the secret mix
Young Victoria my dawg, always on some secret shit, yeah (
Ohh, yeah
)
My young LA, yeah (
Lady, yeah
)
She put me on the west coast like the hood did Dre, yeah (
Yeah
)
Let her braid my nappy fro like my aunt, she stay down
That's my bar, baby, my mo', we just sip and lay down, yeah (
Ohh
)
[Chorus: PARTYNEXTDOOR]
Shawty, I won't stop until you feel it ('Til you feel it)
Shawty, I won't stop until you feel it ('Til you feel it)
Shawty, I won't stop until you feel it ('Til you feel it)
Shawty, I won't stop 'til you feel it (Feel it)
Shawty, I won't stop 'til you feel it (Ooh, yeah)
Shawty, I won't stop 'til you feel it, yeah ('Til you feel it)
Shawty, I won't stop 'til you feel it, ohh (Ohh)
Shawty, I won't stop 'til you feel ('Til you feel it) [Verse 2: PARTYNEXTDOOR]
You know it's a private location
Got a lot of bands, no neighbors
Remember what we did all over the kitchen
You would scream my name, took that time to listen
I'ma call the plug, we gon' smoke it by the pound (Yeah)
You was right there from the start, you held me down (Yeah)
I'ma pick you up, tryna rock right now
Yeah I got a chauffeur and a top drop-down (Drop-top)
[Chorus: PARTYNEXTDOOR]
Shawty, I won't stop until you feel it (Feel it)
Shawty, I won't stop until you feel it ('Til you feel it)
Shawty, I won't stop until you feel it (Ohh)
Shawty, I won't stop 'til you feel it (Ohh)
Shawty, I won't stop 'til you feel it (Yeah, shawty)
Shawty, I won't stop 'til you feel it, yeah (Ohh)
Shawty, I won't stop 'til you feel it, ohh ('Til you feel it)
Shawty, I won't stop 'til you feel ('Til you, ohh, woah)
[Bridge: PARTYNEXTDOOR]
Ohh
Woah
Ohh-oh
Ohh-oh
[?] [Chorus: PARTYNEXTDOOR]
Shawty, I won't stop until you feel it
Shawty, I won't stop until you feel it
Shawty, I won't stop until you feel it ('Til you feel it)
Shawty, I won't stop 'til you feel it
Shawty, I won't stop 'til you feel it (Yeah)
Shawty, I won't stop 'til you feel it, yeah
Shawty, I won't stop 'til you feel it, ohh (Ohh, yeah)
Shawty, I won't stop 'til you feel (Oh, yeah)
[Outro: PARTYNEXTDOOR]
Oh, oh, you dig?
Woah
Ohh"
10930,9103860,GOLD BLACKBERRY,Travis Scott ,"[Intro]
(
Tay Keith, fuck these niggas up!
)
[Verse 1]
Gold BlackBerry
 when I talk, luxury pimpin'
Made fourteen million, just because, like the Simpsons
Geeked from whatever's in my drink, I feel the symptoms
Back-to-back Lambos on the road
, I think I'm trippin'
Think that they can pop up on the bros? I don't get it
Open up the doors and flood the floor so they can witness
How we breakin' every record at the Guinness
Once I take one down, it don't take long for it to kick in (Woo-woo-woo-woo)
Just to kick in
She been bouncin' that for way too long, got motion sickness
I see you at LIV on every song, but you religious
Did it in my office, fuck the crib, got straight to business
Night watch, up top, out in Bеverly Hills with baps, it ain't no bops
We didn't have to gеt the pin, we got the drop
When they pay, don't want the cash, I'll take the stock
Rapper-turned-gravedigger way I'm killin'
You can tell by way I wear the watch who really winnin'
Your life like that Rollie you bust down, it's really tickin'
 (Tick-tock, tick-tock)
[Verse 2]
Wait a minute
Baby girl don't like to play no games, don't like to scrimmage
Bulletproof the Wraith 'cause bullets rain when in the trenches
All the dawgs is down to take your life and take the sentence
Once we take one down, it don't take long for it to kick in 
(
Tay Keith, fuck these niggas up!
)
Just to kick in
Won't you come and slide up on the side, see how we livin'
Every time we go and pop outside, they start to flickin'
Party at the crib and I told shawty bring the bitches
When we take out the floor seats, it's outstandin'
I am not a rapper, I'm a gambler, I take chances
I am not a trapper, but got white girl on the mattress
I'm back on the sampler, makin' jammers, that's my status
Sick as hell, I got a money problem, guess it is what I'm diagnosed with
Fuck Mirandas, let the lawyer handle, throw a bag back to him for the fee
Shawty savage, she gon' run the track and nigga, we ain't even gotta meet
If she on the phone, know she 'bout it, 'bout it, eh-
'Bout it, 'bout it, 'bout it, yeah"
10974,9175638,K-POP,Travis Scott ,"[Intro: Travis Scott]
Gonna pop, baby
Vemo'
[Verse 1: Travis Scott]
Swish
, lit (Lit)
Move that shit out here (Here)
You full off one sip (Sip)
Fallin' off but I got grip (Grip)
All around the trap, it hit (Hit, hit, ayy)
All around the map, you trip (Skrrt)
Take it like nine out of ten (Yeah)
Think they gon' find that again
Think I gotta bond out again
Behind the tint, I sin, I vent
Can't forget about that place we went
Right after you put that in my head
Do you still pop 'em? Do you dance?
Do you still drop some'? Know you can
I got a lot but I'm still chancin'
[Verse 2: Bad Bunny]
Yeah-yeah, yeah, yeah
Hace tiempo no te veo, eh
Es que ahora en Miami jangueo, eh, eh
Ya no tengo la Rodeo
Ahora en la G-Wagon me posteo, ey
Y te lo meto al frente 'e la playa
Como aquello' tiempo' de camino a Maya
Tú ni fumaba' y chingando te arrebaté
Dale, no pierdas tiempo, no lo piense', trépate
Tú bien loca, loca, yo bien loco, loco
Si ahora tu mai nos pilla, me pide una foto
La nota me explota, el ticke' lo exploto
Vamo' pa' Cayo Musha, ya le texteé al piloto, eh-eh [Chorus: Travis Scott & The Weeknd, 
Travis Scott
]
I know it was one time (
Swish
)
You feel like that went on (
Went on
)
That night was just so fire
I need you back sooner (
Sooner
)
You come back on this side
When shit get back cooler (
Cooler
)
We run it back one time
I'm grabbin' you uno (
Uno
)
[Bridge: The Weeknd & 
Travis Scott
]
Ooh (
Uno
)
Ooh-ooh (
Mm-mm, mm-mm
)
Ooh (
Mm-mm, mm-mm
)
Ooh-yeah (
Mm-mm
)
[Verse 3: The Weeknd, 
Travis Scott
 & 
Bad Bunny
]
Mix the drugs with the pain
Let the waves lead the way
You in Cannes and Saint-Tropez callin' out my name
You know I'm rolling my face off
You know I'm high off that K pop
Rubbin' up on your body
All your clothes, you gon' take off
South of France, we gon' party
This ain't some lil' yachty
We gon' fuck 'til we seasick (
Skrrt
)
You my bad lil' mami, mami (
Yeah
)
You love me, you could tell me you love me
Even if you don't mean it (
Mm-mm
)
Sex'll make you believe it (
Mm-mm
)
I love it when she up on me (
Mm-mm
)
Love when she'll call me, ""Papi"" (
Mm-mm
)
Even though she Korean (
Mm-mm
)
Get her wet like tsunami, 'nami, ooh, yeah (
Yeah-yeah, yeah, yeah
) [Chorus: Travis Scott & The Weeknd, 
Travis Scott
]
I know it was one time (
Swish
)
You feel like that went on (
Went on
)
That night was just so fire
I need you back sooner (
Sooner
)
You come back on this side
When shit get back cooler (
Cooler
)
We run it back one time
I'm grabbin' you uno
[Outro: Bad Bunny & 
Travis Scott
]
Yeah-yeah, yeah, yeah (
Uno
)"
10987,9095848,Likka Sto 2,Travis Scott ,"[Intro: Lil Blessin]
Go
[Pre-Chorus: Lil Blessin]
I wanna go to the liquor store
She wanna go to the liquor store
I wanna go to the liquor store
She wanna go to the liquor store
I wanna go to the liquor store
She wanna go to the liquor store
I took a ho to the liquor store
I hit your ho by the liquor store
Boy, you a drunk, think I licked that ho
Goofy ass nigga probably kissed that ho
Plus, we be givin' out shots like the liquor store
Blessin, when you finna go to the liquor store?
I wanna go to the liquor store
She wanna go to the liquor store
I wanna go to the liquor store
She wanna go to the liquor store
[Chorus: Lil Blessin]
Take a shot (Woo), shot (Woo), shot (Woo), shot (Bitch)
Shots (Go), shots (Go), shots (Damn), shots (Damn)
Shots (Go), shots (Shit), shots (Fuck), shots (Bitch)
Shot (Go), shot (Woo), shot, ayy bitch, take a— (Woo) [Verse 1: Lil Blessin]
I'm the one makin' shit go up
I'm the one makin' these hoes turn they ho up
I'm already drunk than a fuck, I'm like, ""So what?""
I might drink me a bottle, Aceto and throw up
You drinkin' Moscato, you wanna be sober
Like I went to the crib, I'm a Casamigo-la
1942 like it's World War 2
Like I bought you a drink you get shot out the blue (Go)
I'm off the X, drinkin', liquor like water (Poof)
.48 make it rain like Travis Porter (Tro)
You drunk off Taylor Port, bitch, you out of order
Bitch, you can't drink my bottle, you can't afford it
Where would I be without my bottle of Bossi?
We drink Bossi like bottle of water
Nasty lil' drunk ho, probably'll swallow
Let her suck me up in the back of the 'Rari
[Chorus: Lil Blessin]
Take a shot (Woo), shot (Woo), shot (Woo), shot (Bitch)
Shots (Go), shots (Go), shots (Damn), shots (Damn)
Shots (Go), shots (Shit), shots (Fuck), shots (Bitch)
Shot (Go), shot (Woo), shot, ayy bitch, take a— (Woo)
[Verse 2: Travis Scott & 
BIA
]
Runnin' my spot like 7-Eleven, I need it all day, no ten to four, yeah (It's lit)
Way she drivin' the boat, I swear, I feel like Jack Sparrow, okay (Yeah)
Told her, ""It's two to get in"" before she walk in inside of this door, yeah
Way she takin' them shots, I swear, she drink enough for us both, okay
My lil' twins know we go down out in Fresno (Twin)
So much Cacti in this bitch it's like the BevMo! (Ah)
Know you like to bounce it, but know you got hands though (Bop it)
What time it is? (Let's go)
It's shot o'clock, ayy (Yeah)
Shots, uh, thots, ayy, shots, uh, thots, ayy
Shots, uh, thots, ayy, shots, uh, thots  (
BIA, BIA
) [Verse 3: BIA]
I drink it straight out the bottle
I do my lick like my nigga and swallow
Ridin' a stick, I'm going auto (Skrrt)
All of the drip, you needed goggles (Uh)
I'm curvin' José when I'm off the Quavo (Uh)
I'm in Atlanta, I'm actin' like I'm Quavo
Niggas don't ask what I bring to the table
If he on my ass, then he havin' a plate full (Yeah)
He blew a bag at the liquor store
We in Chanel to go get some mo'
He callin' me, come and get yo' ho
That nigga burnt, he ain't lit no more, uh
I cut him off like, ""Who's up next?""
Someone get her nigga, he keep sendin' me these drunk texts, uh (Damn)
Bitch take a shot, what the fuck's his name?
Bitch, I can't believe I forgot (Damn)
I'm outside all summer and you know the block is hot (Hot, hot)
A bitch think that she heard, but I know she really not
[Chorus: Lil Blessin & 
G Herbo
]
Bitch, take a shot (Woo), shot (Woo), shot (Woo, 
know we caught 'bout that liquor store
)
Shots (Bitch), shots (Go), shots (Go), shots (Damn, 
know we caught 'bout that liquor store
)
Shots (Go), shots (Shit), shots (
Swerv'
), shots (
We finna go the store
)
Shot (
Take a shot
), shot (
Shot
), shot, ayy bitch, take a— (
We finna go to the—, ayy
) [Verse 4: G Herbo]
Ayy, let's hit the liquor store
Spend a G at the liquor store
We know we need some liquor, for sure
We ain't even call the bitches, though (We ain't even call the bitches, though)
I don't even pull up with these many sticks
But foenem say they needed a kit (Fuck it)
Freak bitch try and suck my dick
Had to switch the whip 'cause I needed some tint (Yeah)
Uh, lil' bitch talk too much, I blocked her
Dissed her, had to dismiss her (Ayy)
Drinkin' that Bass, though, unblocked her, I can't lie, I missed her
She can't take it, I was fakin', I met her on Finsta (Uh)
How she thought we was gon' make it? I ain't never kissed her (Come on)
How I'm gon' settle for basic? I feel like the greatest (Yeah)
Take a shot, I told her, ""Take it, bitch, take it""
See me in flesh, I ain't even gotta say shit, bitch, get naked
Love it so much, you don't even wanna run from it, bitch, take it
I got money and a lot of parts, a lot of places
I pop out a lot of charms, a lot of bracelets
The world already know my name, I ain't changin'
Hit the liquor store with my gang (G Herbo), keep the change"
11025,9152732,Naked (Full Version),Travis Scott ,"[Intro: Justin Vernon]
I just wanna spread my wings
Life ain't what it seems
So hard in this cruel world
Escaping through the night
Look into my light, my eyes
Naked in this cruel world
[Chorus: Justin Vernon]
Aw, I only cry, smoking all the blunts in the house
I'll be wondering, I'll be wondering
It's been you and I, up and down commentary aisle
I'll be wondering, I'll be wondering
Get your shit off my lawn, I'll be running on the property lines
I'll be wondering, I'll be wondering
[Verse 1: Travis Scott & 
Justin Vernon
]
Tears dripping on my pillow, thoughts is in my head
See my dreams jump out my window, if I follow I'll be dead
And I been waiting all week to talk this shit but instead
Gon' have to burn this roof down for these niggas to understand
And what we fucking for? For the lights in thе night
The way yours eyes glow, you makе me want to have your sight
Damn I dug my own trenches, yeah, I hide my own pistols
I survived in the coldest winter, these beats is my only dinner
But you can't blame a nigga, they tryna hang a nigga
I mean like every time a nigga blink I'm throwing on the mink
And she don't want to dance unless she drink (
I'll be wondering
)
Will this Pharaoh make it out his sphinx?
Bookmarked a lot haters, I added more links
Rolling with the same niggas who was rolling with niggas that was on E
Wonder why I see the stars in the afternoon
Floating at night when you can catch me right under the moon [Chorus: Justin Vernon]
Aw, I only cry, smoking all the blunts in the house
I'll be wondering, I'll be wondering
It's been you and I, up and down commentary aisle
I'll be wondering, I'll be wondering
Get your shit off my lawn, I'll be running on the property lines
I'll be wondering, I'll be wondering
I won't cape, I [?] hard-hard lines
I been wondering
[Verse 2: Travis Scott]
It's been a hell of a night, ain't it? Dim the lights, damn it
Feel the feel they get in this world, thought only the night'd save me
Swear that we came in peace; fed me lies, baby
On this morning flight, you the only thing on my mind
Feel the pain in this bass
We only wanna dress vintage to show up fashionably late
And after we fight, you only wanna come straight to the bed
And start unpacking your shit
And then you take up a line, that's that irrational shit
Around the globe, doing laps, I fill my pockets
Just watch me and my code, with a skinny killer nigga, who gon' stop me?
Besides, I never left, I wonder if did it this way, would I left her?
We get them suit and ties, baby, come on and let's rock
I feel my ties in the day
Sometimes I'm thinking 'bout reaching back in that plate
This one for my niggas that be dying in the maze
La Flame speak the gospel, let us pray [Bridge: Justin Vernon]
I been wondering
I been wondering
[Outro: Justin Vernon]
I just wanna spread my wings
Life ain't what it seems (Whey-yo)
So hard in this cruel world (Come, way up north)
Escaping through the night (Way up north, come up)
Look into my light, my eyes (Way up north, can you come with me?)
Naked in this cruel world"
11062,9117279,Poet and Parade,Travis Scott ,"[Part I: Poet]
[Chorus]
Ridin' 'round in my old whip
Used to drive that thing like I stole it
I control the drop while you roll it
12 pull us over, you'll hold it
You the coldest girl out the North, yeah
You the hottest girl and you know it
I might just let you poet for real, yeah
[Bridge]
Ah, yeah, got a little trip
Got it real, ridin' really real
Ridin' round, trynna make a mil', yeah
[Verse]
Damn, I woke up not a monogamous
Lipstick all over my boxers, though
Who knew this trill shit was possible?
Money, money, alcohol, pussy, weed
Everything that I need, a whole lotta more
Got them gold wrappers though
Aha, you know, scared that bitch, vamanos
I gotta know one thing about you before I ménage you
Is you freaky, you nasty? You know you likе women?
You remind me of Holly
Ayo, Holly, I'm in it, lеt me know when you ready
Come and lay with a lion
I'ma pounce on that pussy, you know when I’m in it
You cum harder than I do
Like a Xan' on a bicycle, know I be rollin'
Rollin', I'm rollin', I’m focused I don’t need no foldgers
No remote, I'm gone control it
Stomach rumblin', I be money hungry
Got the money coming in right at the spot where it so hot, surrounded by police
Hop in my whip, we can ghost it, yeah [Bridge]
Ah, yeah, got a little trip
Got it real, ridin' really real
Ridin' round, trynna make a mil', yeah
[Chorus]
Ridin' 'round in my old whip
Used to drive that thing like I stole it
I control the drop while you roll it
12 pull us over, you'll hold it
You the coldest girl out the North, yeah
You the hottest girl and you know it
I might just let you poet for real, yeah
[Part II: Parade]
[Chorus]
We pull up, we park up, we hop out, we pop out, parade (Yeah)
All of these bitches and bottles, it's Cirque du Soleil (Woo)
I need all these hunnids, these thousands, these millions today (Straight up, ayy)
They callin' me Michael the way that I'm beatin' the case (La Flame)
So go 'head and boot up and light up and start a parade (Woo)
My niggas drug dealers and killers, they not no fugaz' (Yeah)
I'm the man, I'm the man with the bands in his hands that can start a parade (Straight up)
Call your friends, call your friends, tell 'em run it and come over, let's start a parade [Verse]
Last time I told these niggas, ""I show up, it's on""
Nigga, Af-on, when I rep my life, nigga, that's on my own
Peace sign with my piece so long, nigga, as if it gon' go
Short-haired, short-minded nigga, shorty for the feelin' feely-ówns
See these niggas that get it poppin' than these niggas got a hasi' than the world wraithe
In-a-sod my niggas, a lotta feelin' my niggas and, Goddamn, my niggas a lil' late
Need to show up late, nigga, show up
Hit em' on in, get your dough up
Hoes in-a-ma-fiy' with the flow up, nigga, go nuts
Ooh, hit this parkin' lot, hittin' doughnuts
Swervin' off that curb, nigga, don't crash into my worst
Mo'fucka, I might blast it out and get a hurry
Hin a min' or get it early
Fist-a-Mona ring or visit Barzé, is it worth it?
[Chorus]
We pull up, we park up, we hop out, we pop out, parade (Yeah)
All of these bitches and bottles, it's Cirque du Soleil (Woo)
I need all these hunnids, these thousands, these millions today (Straight up), ayy
They callin' me Michael the way that I'm beatin' the case (La Flame)
So go 'head and boot up and light up and start a parade (Woo)
My niggas drug dealers and killers, they not no fugaz' (Yeah)
I'm the man, I'm the man with the bands in his hands that can start a parade (Straight up)
Call your friends, call your friends, tell 'em run it and come over, let's start a parade [Open Verse]
[Chorus]
We pull up, we park up, we hop out, we pop out, parade (Yeah)
All of these bitches and bottles, it's Cirque du Soleil (Woo)
I need all these hunnids, these thousands, these millions today (Straight up), ayy
They callin' me Michael the way that I'm beatin' the case (La Flame)
So go 'head and boot up and light up and start a parade (Woo)
My niggas drug dealers and killers, they not no fugaz' (Yeah)
I'm the man, I'm the man with the bands in his hands that can start a parade (Straight up)
Call your friends, call your friends, tell 'em run it and come over, let's start a parade"
